Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
0.0,298.3,310.0,1460.0,47.6,101.0,4807.6,7277.604101795876,11.699999999999989
2.0,300.6,309.4,1555.0,37.9,24.0,909.6,6171.606408099588,8.799999999999955
1.0,300.8,309.6,1546.0,42.3,186.0,7867.799999999999,6848.232161854246,8.800000000000011
0.0,299.6,309.2,1450.0,43.1,160.0,6896.0,6544.4610962031375,9.599999999999966
0.0,301.3,311.0,1576.0,30.4,151.0,4590.4,5017.165355684947,9.699999999999989
1.0,297.8,308.4,1579.0,36.6,152.0,5563.2,6051.9012560223055,10.599999999999966
1.0,297.6,308.9,1479.0,38.1,182.0,6934.2,5900.947729017315,11.299999999999956
0.0,301.6,310.9,1532.0,43.6,15.0,654.0,6994.776987168699,9.299999999999956
1.0,300.2,309.8,1394.0,47.4,21.0,995.4,6919.42065138459,9.600000000000025
0.0,300.0,311.4,1483.0,45.6,187.0,8527.2,7081.652496015969,11.399999999999975
0.0,300.3,310.4,1742.0,25.9,7.0,181.3,4724.724967537785,10.099999999999966
0.0,302.6,311.6,1638.0,29.6,160.0,4736.0,5077.316383025681,9.0
1.0,298.9,309.6,1284.0,55.3,166.0,9179.8,7435.647156222465,10.700000000000044
1.0,300.8,310.3,1458.0,43.4,0.0,0.0,6626.372888657735,9.5
1.0,304.3,313.6,1489.0,40.3,196.0,7898.799999999999,6283.886929538888,9.300000000000011
2.0,298.8,310.2,1663.0,30.4,209.0,6353.599999999999,5294.128164025423,11.399999999999975
0.0,302.1,310.6,1439.0,40.0,7.0,280.0,6027.669104687617,8.5
0.0,297.8,307.7,1393.0,38.0,29.0,1102.0,5543.23551750407,9.899999999999975
2.0,297.3,308.6,1376.0,53.5,112.0,5992.0,7709.049492888874,11.300000000000011
0.0,303.5,312.9,1332.0,52.9,66.0,3491.4,7378.847161045563,9.399999999999975
2.0,299.7,309.2,1691.0,27.7,203.0,5623.099999999999,4905.146633633447,9.5
1.0,300.7,310.9,1369.0,51.2,63.0,3225.6000000000004,7340.100851651289,10.199999999999989
2.0,303.8,312.5,1655.0,28.0,170.0,4760.0,4852.713452245034,8.699999999999989
2.0,302.9,312.3,1417.0,48.7,26.0,1266.2,7226.490389321971,9.400000000000034
0.0,299.0,310.4,1565.0,36.1,127.0,4584.7,5916.299645117859,11.399999999999975
0.0,298.5,308.1,1662.0,28.6,48.0,1372.8000000000002,4977.665064053813,9.600000000000025
0.0,298.0,307.8,1622.0,33.3,121.0,4029.3,5656.186245376136,9.800000000000011
1.0,302.6,310.5,1965.0,20.2,40.0,808.0,4156.641239964655,7.899999999999977
1.0,301.9,310.6,1260.0,65.9,29.0,1911.1,8695.300146605829,8.700000000000045
2.0,297.3,308.7,1438.0,46.2,16.0,739.2,6957.11976322767,11.399999999999975
0.0,297.9,308.5,1472.0,45.1,70.0,3157.0,6952.051327079877,10.600000000000025
2.0,297.9,309.2,1577.0,34.7,5.0,173.5,5730.463967682511,11.300000000000011
0.0,299.3,308.5,1485.0,44.7,78.0,3486.6000000000004,6951.244984965456,9.199999999999989
1.0,298.4,309.5,1484.0,41.7,119.0,4962.3,6480.351662118882,11.100000000000025
0.0,297.1,308.2,1427.0,45.2,136.0,6147.200000000001,6754.466093120103,11.099999999999966
1.0,297.5,308.4,1685.0,28.1,15.0,421.5,4958.323325283211,10.899999999999975
0.0,298.2,307.9,1544.0,31.4,192.0,6028.799999999999,5076.981279809296,9.699999999999989
0.0,297.0,307.7,1867.0,22.8,118.0,2690.4,4457.668648031629,10.699999999999989
2.0,302.8,312.5,1422.0,46.1,4.0,184.4,6864.8197710652,9.699999999999989
0.0,302.1,311.3,1415.0,44.1,43.0,1896.3,6534.669799099449,9.199999999999989
0.0,300.6,309.7,1617.0,33.2,185.0,6142.000000000001,5621.817221745863,9.099999999999966
0.0,302.4,311.9,1671.0,29.9,204.0,6099.599999999999,5232.102653068049,9.5
0.0,300.5,309.5,1795.0,27.7,117.0,3240.9,5206.823304182163,9.0
1.0,298.5,308.3,1440.0,43.6,5.0,218.0,6574.725105432719,9.800000000000011
1.0,303.0,312.8,1648.0,32.1,104.0,3338.4,5539.758821634097,9.800000000000011
0.0,301.1,312.3,1587.0,34.5,115.0,3967.5,5733.563672434052,11.199999999999989
0.0,300.9,310.3,1446.0,44.5,135.0,6007.5,6738.402082684747,9.400000000000034
0.0,301.5,310.5,1372.0,44.0,203.0,8932.0,6321.7221770636215,9.0
0.0,301.1,310.1,1540.0,36.6,28.0,1024.8,5902.4242775645025,9.0
2.0,300.3,311.6,1427.0,56.2,8.0,449.6,8398.252089233403,11.300000000000011
0.0,297.4,309.4,1466.0,45.5,53.0,2411.5,6985.121825746666,12.0
0.0,297.1,307.8,1636.0,30.3,90.0,2727.0,5191.042037085631,10.699999999999989
0.0,301.9,311.0,1353.0,43.8,130.0,5694.0,6205.839296048205,9.100000000000025
