Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
0,295.8,306.6,1644,35.2,115,4048.000000000001,6060.006565068568,10.800000000000011
0,302.3,311.8,1487,43.2,206,8899.2,6727.029517278753,9.5
2,300.5,310.0,1495,47.4,184,8721.6,7420.75600704445,9.5
0,296.8,307.6,1434,48.3,138,6665.4,7253.120623048899,10.800000000000011
0,301.7,311.0,1585,35.9,185,6641.5,5958.71114594132,9.300000000000011
0,298.0,309.1,1822,23.5,122,2867.0,4483.785754958472,11.100000000000025
1,299.0,310.3,1657,31.0,70,2170.0,5379.139661231563,11.300000000000011
0,300.2,311.5,1500,40.8,17,693.5999999999999,6408.849013323177,11.300000000000011
0,302.5,312.2,1574,38.7,30,1161.0,6378.878219407931,9.699999999999989
0,300.0,311.3,1520,39.2,43,1685.6,6239.6218890498085,11.300000000000011
0,300.3,310.2,1471,45.2,48,2169.6000000000004,6962.732742102083,9.899999999999975
0,296.3,307.1,1419,48.6,142,6901.2,7221.830360219145,10.800000000000011
0,300.3,309.6,1326,52.4,57,2986.7999999999997,7276.179913126248,9.300000000000011
1,298.1,307.7,1424,47.7,103,4913.1,7113.068422551866,9.599999999999966
2,298.1,309.9,1686,29.1,60,1746.0,5137.823457533819,11.799999999999956
0,304.0,312.8,1542,42.7,198,8454.6,6895.104724245806,8.800000000000011
0,300.1,309.8,1430,56.7,44,2494.8,8490.782464857133,9.699999999999989
0,302.0,310.6,1361,46.7,182,8499.4,6655.85149972392,8.600000000000023
0,297.7,307.4,1764,29.0,139,4031.0,5357.043792901315,9.699999999999989
1,303.4,311.6,1446,50.0,163,8150.0,7571.238295151401,8.200000000000045
0,298.0,308.9,1607,37.7,49,1847.3,6344.331172193955,10.899999999999975
0,303.8,312.6,1577,41.3,134,5534.2,6820.408122918952,8.800000000000011
0,300.3,311.8,1418,45.9,53,2432.7,6815.8109256692,11.5
0,301.4,311.1,1472,44.5,159,7075.5,6859.562839358193,9.700000000000044
1,298.9,309.9,1404,41.4,20,828.0,6086.898598183296,11.0
2,298.9,308.5,1415,54.0,6,324.0,8001.636488693202,9.600000000000025
1,300.9,310.5,1444,43.2,27,1166.4,6532.502100168472,9.600000000000025
1,301.4,310.7,1692,32.3,5,161.5,5723.102168897598,9.300000000000011
1,302.3,311.7,1341,46.3,194,8982.199999999999,6501.871571795971,9.399999999999975
1,298.3,307.8,1392,50.4,101,5090.4,7346.802915978947,9.5
2,299.4,309.0,1415,51.7,62,3205.4,7660.82604565627,9.600000000000025
0,298.9,308.9,1422,47.6,15,714.0,7088.187008735435,10.0
2,302.5,311.1,1850,23.3,203,4729.900000000001,4513.945044432935,8.600000000000023
1,297.1,307.9,1609,38.9,166,6457.4,6554.419944915017,10.799999999999956
0,300.1,311.6,1530,36.6,74,2708.4,5864.096847190708,11.5
0,301.4,311.1,1462,37.1,41,1521.1,5680.02046164137,9.700000000000044
0,303.6,313.1,1395,44.1,120,5292.0,6442.3069750839095,9.5
0,303.6,311.7,1546,38.5,64,2464.0,6233.024544477269,8.099999999999966
0,297.2,308.3,1805,25.6,103,2636.8,4838.890444569238,11.100000000000025
0,300.9,309.6,1384,42.4,131,5554.4,6145.122782029826,8.700000000000045
1,300.7,310.6,1488,39.2,189,7408.8,6108.261428227707,9.900000000000034
1,295.6,306.1,1490,42.7,171,7301.700000000001,6662.5849799781145,10.5
0,298.8,308.5,1527,36.2,3,108.6,5788.635791651482,9.699999999999989
2,297.3,308.6,1431,42.0,109,4578.0,6293.866722201792,11.300000000000011
0,300.4,311.2,1705,28.7,20,574.0,5124.304137147872,10.800000000000011
1,297.3,308.6,1431,53.0,160,8480.0,7942.2603875403565,11.300000000000011
0,298.6,309.8,1561,32.6,201,6552.6,5329.041730382319,11.199999999999989
2,299.1,310.1,1421,41.2,149,6138.8,6130.839007431506,11.0
0,302.0,310.9,1446,44.0,64,2816.0,6662.689699733233,8.899999999999977
0,295.6,306.2,1569,35.1,140,4914.0,5767.1158819743905,10.599999999999966
2,301.8,310.8,1470,37.6,204,7670.400000000001,5788.070304973835,9.0
0,299.4,308.6,1746,26.8,107,2867.6,4900.130557363216,9.200000000000044
0,300.5,311.9,1403,45.7,54,2467.8,6714.327010982738,11.399999999999975
1,302.2,311.1,1434,58.6,102,5977.2,8799.852350117299,8.900000000000034
0,302.4,310.1,1429,43.7,104,4544.8,6539.46596388393,7.700000000000045
0,299.6,311.1,1521,37.2,131,4873.200000000001,5925.169408376493,11.5
0,300.3,311.9,1692,31.5,187,5890.5,5581.353508367626,11.599999999999966
1,300.9,310.9,1727,30.1,102,3070.2000000000003,5443.6156144587385,10.0
1,295.7,306.4,1387,40.1,81,3248.1,5824.376644073822,10.699999999999989
0,299.6,310.2,1512,44.0,79,3476.0,6966.795868600725,10.599999999999966
0,300.5,310.6,1448,46.3,173,8009.9,7020.663710634278,10.100000000000025
1,300.6,310.0,1478,36.3,95,3448.4999999999995,5618.361469826913,9.399999999999975
1,298.7,309.9,1654,29.1,195,5674.5,5040.308421566393,11.199999999999989
1,300.7,310.2,1373,44.1,28,1234.8,6340.707868666816,9.5
2,298.9,310.1,1452,49.9,187,9331.3,7587.448913243925,11.200000000000044
0,301.8,311.2,1334,52.3,68,3556.3999999999996,7306.1088191394465,9.399999999999975
0,297.1,307.8,1636,30.3,90,2727.0,5191.042037085631,10.699999999999989
1,296.3,307.2,1286,51.1,177,9044.7,6881.616819786394,10.899999999999975
1,303.8,312.7,1488,41.3,175,7227.499999999999,6435.489719025619,8.899999999999977
1,297.7,308.9,1530,39.1,108,4222.8,6264.649910523407,11.199999999999989
0,296.7,307.6,1540,38.6,53,2045.8,6224.961123333055,10.900000000000034
0,300.5,309.8,1305,51.7,202,10443.4,7065.284798290765,9.300000000000011
1,299.3,308.5,1304,60.6,8,484.8,8275.206376967802,9.199999999999989
0,297.5,309.3,1404,43.5,195,8482.5,6395.654324178101,11.800000000000011
2,297.5,309.3,1525,41.7,235,9799.5,6659.3910274469645,11.800000000000011
0,298.2,308.9,1367,45.0,85,3825.0,6441.835736185871,10.699999999999989
0,301.8,310.3,1482,41.4,63,2608.2,6425.059631415701,8.5
2,296.3,307.1,1774,25.9,154,3988.6,4811.51670058096,10.800000000000011
1,297.6,308.9,1479,38.1,182,6934.2,5900.947729017315,11.299999999999956
0,302.8,312.4,1376,57.1,8,456.8,8227.78927184962,9.599999999999966
0,297.4,308.2,1419,50.0,52,2600.0,7429.866625739861,10.800000000000011
0,302.7,312.1,1688,32.0,155,4960.0,5656.542292543542,9.400000000000034
0,297.2,308.0,1705,26.0,200,5200.0,4642.226744454518,10.800000000000011
0,298.0,308.1,1454,37.1,35,1298.5,5648.939638321855,10.100000000000025
1,300.5,309.4,1347,50.1,213,10671.3,7066.9812583237035,8.899999999999977
2,295.7,306.2,1458,49.8,151,7519.799999999999,7603.533867630304,10.5
1,301.8,309.8,1546,39.8,121,4815.799999999999,6443.490308316761,8.0
0,298.1,307.7,1289,48.3,42,2028.6,6519.715818068362,9.599999999999966
1,300.4,310.6,1448,44.9,21,942.9,6808.375823055703,10.200000000000044
0,302.2,311.0,1463,46.8,150,7020.0,7169.994081434912,8.800000000000011
1,303.6,312.3,1630,32.4,223,7225.2,5530.459707379472,8.699999999999989
0,300.9,310.5,1599,40.5,57,2308.5,6781.598981671606,9.600000000000025
1,297.6,308.8,1453,39.7,69,2739.3,6040.664826297967,11.199999999999989
0,298.6,310.1,1439,49.9,17,848.3,7519.5172080978,11.5
0,301.5,310.9,1600,39.0,160,6240.0,6534.51271946677,9.399999999999975
0,300.9,310.0,1671,26.8,199,5333.2,4689.6438495727,9.100000000000025
0,298.6,309.4,1440,48.2,136,6555.200000000001,7268.388763345345,10.799999999999956
0,300.1,309.6,1541,37.0,96,3552.0,5970.806277657641,9.5
2,300.0,309.5,1781,24.9,70,1743.0,4643.996508316039,9.5
0,300.3,311.4,1318,52.7,13,685.1,7273.687582954401,11.099999999999966
0,300.7,309.5,1251,59.9,120,7188.0,7847.164377916192,8.800000000000011
0,301.3,310.0,1438,40.9,7,286.3,6159.008621558693,8.699999999999989
0,299.2,308.8,1405,51.4,183,9406.2,7562.54655547647,9.600000000000025
2,299.8,310.9,1427,47.2,168,7929.6,7053.336274231613,11.099999999999966
0,297.7,309.1,1477,38.3,60,2298.0,5923.902299339546,11.400000000000034
0,302.6,311.6,1638,29.6,160,4736.0,5077.316383025681,9.0
0,302.1,310.8,1772,27.1,233,6314.3,5028.768304552205,8.699999999999989
2,298.9,310.1,1491,45.3,133,6024.9,7073.013116218597,11.200000000000044
0,303.4,311.5,1501,36.2,69,2497.8,5690.073558132858,8.100000000000023
1,299.8,310.8,1530,35.2,163,5737.6,5639.787131724397,11.0
0,298.0,307.6,1548,45.8,111,5083.799999999999,7424.463086375686,9.600000000000025
1,300.4,309.6,1675,35.5,164,5822.0,6226.898438802769,9.200000000000044
0,299.2,310.1,1534,37.7,10,377.0,6056.13193412914,10.900000000000034
0,299.8,309.4,1555,34.8,122,4245.599999999999,5666.804828545268,9.599999999999966
1,298.3,308.9,1646,25.4,46,1168.4,4378.165409944782,10.599999999999966
0,298.8,309.1,1368,50.8,115,5842.0,7277.436550187684,10.300000000000011
1,303.8,312.6,1768,23.9,149,3561.1,4424.954196532247,8.800000000000011
0,298.9,310.0,1559,33.4,58,1937.2,5452.820480933757,11.100000000000025
2,298.1,309.0,1438,41.4,60,2484.0,6234.302125489729,10.899999999999975
1,297.8,308.5,1466,44.7,88,3933.6,6862.306496942329,10.699999999999989
1,300.7,309.6,1473,48.1,87,4184.7,7419.53078590955,8.900000000000034
2,298.4,307.9,1700,28.2,120,3384.0,5020.26506043649,9.5
0,300.3,311.4,1346,51.1,147,7511.7,7202.687588983272,11.099999999999966
0,301.9,310.8,1567,39.3,9,353.7,6448.96715150952,8.900000000000034
0,303.7,312.2,1487,34.0,94,3196.0,5294.421379339759,8.5
0,299.7,309.6,1359,50.7,161,8162.700000000001,7215.327263426214,9.900000000000034
2,295.6,306.3,1509,35.8,60,2148.0,5657.191555025284,10.699999999999989
1,302.4,310.9,1435,42.3,83,3510.8999999999996,6356.541495640907,8.5
0,297.5,308.4,1528,39.9,160,6384.0,6384.470254331321,10.899999999999975
0,297.4,308.6,1446,48.1,88,4232.8,7283.531239935649,11.200000000000044
0,302.4,311.0,1475,47.9,79,3784.1,7398.712498591762,8.600000000000023
0,299.5,309.2,1393,47.3,20,946.0,6899.86947310375,9.699999999999989
0,301.1,311.1,1429,42.5,123,5227.5,6359.892527804737,10.0
1,298.8,309.9,1331,61.6,46,2833.6,8585.930834358856,11.099999999999966
1,297.4,308.0,1355,55.1,63,3471.3,7818.429277111358,10.600000000000025
1,295.8,306.5,1514,37.7,60,2262.0,5977.173238768916,10.699999999999989
0,300.6,310.0,1658,34.7,88,3053.6000000000004,6024.799783397338,9.399999999999975
1,297.6,308.8,1683,31.6,79,2496.4,5569.289792577842,11.199999999999989
2,299.7,310.8,1418,46.6,197,9180.2,6919.755754600975,11.100000000000025
0,298.3,308.4,1528,37.3,160,5968.0,5968.439611191936,10.099999999999966
0,299.0,308.6,1653,31.7,100,3170.0,5487.325640245685,9.600000000000025
2,298.6,308.4,1407,50.5,164,8282.0,7440.705120394746,9.799999999999956
1,300.2,311.7,1397,50.2,71,3564.2000000000003,7343.933594688669,11.5
0,299.3,309.2,1775,24.2,125,3025.0,4498.237081164985,9.899999999999975
1,303.8,312.6,1527,41.9,159,6662.099999999999,6700.106068237486,8.800000000000011
2,300.7,310.7,1428,43.4,26,1128.4,6490.027767491938,10.0
0,297.4,308.6,1524,43.1,73,3146.3,6878.454283181781,11.200000000000044
1,298.0,309.0,1393,55.9,79,4416.099999999999,8154.391195486251,11.0
0,300.5,311.5,1708,31.2,57,1778.4,5580.473862424621,11.0
0,298.9,310.2,1696,30.2,214,6462.8,5363.662081424877,11.300000000000011
1,297.3,308.7,1577,35.6,133,4734.8,5879.092716123844,11.399999999999975
0,303.5,312.1,1674,30.8,0,0.0,5399.266798165563,8.600000000000023
0,297.3,308.5,1545,34.3,74,2538.2,5549.46634293369,11.199999999999989
0,298.5,309.3,1630,33.3,116,3862.8,5684.083588140012,10.800000000000011
0,297.7,309.2,1391,44.5,159,7075.5,6482.100482029379,11.5
0,300.6,309.7,1639,30.4,121,3678.4,5217.72463069012,9.099999999999966
1,298.3,307.7,1602,33.4,106,3540.3999999999996,5603.218993236611,9.399999999999975
2,299.7,309.2,1302,55.5,87,4828.5,7567.154224701735,9.5
1,298.7,308.5,1360,52.9,69,3650.1,7533.958062328803,9.800000000000011
0,297.1,308.5,1483,46.9,203,9520.7,7283.54171191116,11.399999999999975
1,301.2,312.3,1548,38.3,87,3332.1,6208.666729436435,11.100000000000025
0,297.9,309.1,1619,34.7,33,1145.1,5883.082538793902,11.200000000000044
0,301.6,310.6,1506,43.4,222,9634.8,6844.525082523011,9.0
2,297.6,309.6,1669,32.1,155,4975.5,5610.350408560261,12.0
0,300.0,309.9,1507,41.4,74,3063.6,6533.444577964548,9.899999999999975
0,302.2,311.5,1481,40.4,93,3757.2,6265.634276221532,9.300000000000011
0,300.5,312.0,1461,38.1,39,1485.9,5829.130920956254,11.5
1,296.7,307.8,1672,32.4,113,3661.2,5672.962350146305,11.100000000000025
0,303.2,312.5,1518,39.9,146,5825.4,6342.687072038577,9.300000000000011
0,297.4,308.5,1295,52.1,130,6773.0,7065.389518045885,11.100000000000025
2,300.9,310.9,1474,35.7,175,6247.500000000001,5510.542009955712,10.0
0,303.6,312.5,1345,54.1,126,6816.6,7619.8806214044835,8.899999999999977
2,300.3,309.9,1677,30.1,130,3913.0,5286.01238300365,9.599999999999966
0,299.4,310.8,1424,47.7,109,5199.3,7113.068422551866,11.400000000000034
1,300.7,309.6,1439,43.0,61,2623.0,6479.744287539187,8.900000000000034
0,299.3,309.0,1516,38.7,64,2476.8,6143.824257066343,9.699999999999989
1,296.3,307.3,1368,49.5,10,495.0,7091.202937682881,11.0
0,299.6,309.1,1407,50.6,85,4301.0,7455.439189940082,9.5
0,300.7,312.1,1512,36.9,153,5645.7,5842.608353440153,11.400000000000034
0,298.9,310.1,1466,43.4,50,2170.0,6662.731587635281,11.200000000000044
0,298.1,307.5,1684,33.1,200,6620.0,5837.121038271884,9.399999999999975
2,304.2,313.0,1442,40.9,23,940.7,6176.1407734962695,8.800000000000011
1,298.5,309.6,1438,44.5,124,5518.0,6701.121849862148,11.100000000000025
0,299.7,309.3,1779,25.5,129,3289.5,4750.559331125806,9.600000000000025
0,297.2,308.3,1656,30.3,124,3757.2,5254.502208688145,11.100000000000025
1,300.2,310.1,1485,40.5,188,7614.0,6298.107872284138,9.900000000000034
2,301.5,310.7,1394,46.7,130,6071.0,6817.235114338827,9.199999999999989
0,302.3,311.7,1648,32.1,197,6323.700000000001,5539.758821634097,9.399999999999975
0,299.9,309.2,1658,34.8,16,556.8,6042.162318796177,9.300000000000011
0,297.7,308.1,1734,30.7,177,5433.9,5574.630500088943,10.400000000000034
2,298.0,308.1,1440,43.7,37,1616.9,6589.80475016995,10.100000000000025
1,298.2,309.0,1694,28.0,5,140.0,4967.067424835702,10.800000000000011
1,301.4,310.7,1470,46.5,101,4696.5,7158.118861204344,9.300000000000011
1,302.0,310.6,1563,41.0,184,7544.0,6710.756067333157,8.600000000000023
0,297.1,308.5,1555,36.2,0,0.0,5894.7797354407685,11.399999999999975
0,303.5,312.1,1326,55.7,114,6349.8,7734.412617578855,8.600000000000023
0,300.1,309.1,1400,46.7,77,3595.9,6846.577589723356,9.0
0,297.3,308.3,1484,43.9,13,570.6999999999999,6822.240718633547,11.0
0,302.4,311.1,1448,44.8,195,8736.0,6793.212402514377,8.700000000000045
1,298.7,308.4,1441,43.2,132,5702.400000000001,6518.930419904965,9.699999999999989
1,304.1,313.4,1518,42.4,105,4452.0,6740.098542717685,9.299999999999956
0,297.3,308.3,1538,38.5,47,1809.5,6200.770859900414,11.0
0,298.0,308.7,1619,40.1,45,1804.5,6798.605469903039,10.699999999999989
1,297.3,308.3,1544,41.7,6,250.2,6742.360489428271,11.0
1,298.1,307.9,1303,53.9,52,2802.7999999999997,7354.646425637408,9.799999999999956
0,297.4,308.5,1389,39.2,54,2116.8,5701.8650025593315,11.100000000000025
0,302.6,311.0,1620,36.2,139,5031.8,6141.185319237328,8.399999999999977
1,300.6,311.7,1389,52.1,210,10941.0,7578.2440467689075,11.099999999999966
0,296.2,307.2,1356,43.6,22,959.2,6191.199474282477,11.0
1,298.4,308.2,1499,40.0,211,8440.0,6278.9965169748,9.800000000000011
0,297.7,307.4,1643,36.5,55,2007.5,6279.991354648436,9.699999999999989
0,299.4,308.6,1415,56.4,175,9870.0,8357.264777079568,9.200000000000044
2,298.7,309.7,1697,29.8,74,2205.2000000000003,5295.740848254266,11.0
2,300.0,311.4,1641,34.5,155,5347.5,5928.656576221979,11.399999999999975
0,297.4,308.6,1820,24.6,79,1943.4,4688.512876217407,11.200000000000044
0,299.3,308.7,1484,40.5,213,8626.5,6293.866722201792,9.399999999999975
0,299.2,310.6,1498,41.1,88,3616.8,6447.364939256189,11.400000000000034
0,300.2,309.4,1527,37.0,194,7178.0,5916.561444505657,9.199999999999989
0,300.2,311.4,1483,44.4,141,6260.4,6895.293219805021,11.199999999999989
1,303.6,311.8,1432,42.5,150,6375.0,6373.244296582493,8.199999999999989
1,302.5,312.0,1447,45.7,210,9597.0,6924.897494577351,9.5
1,298.8,309.8,1551,36.6,15,549.0,5944.58445097568,11.0
0,302.2,310.7,1567,36.4,100,3640.0,5973.089168319249,8.5
0,298.2,308.2,1478,50.1,166,8316.6,7754.267483149542,10.0
1,299.0,310.3,1582,33.3,177,5894.099999999999,5516.699531556748,11.300000000000011
0,298.8,309.7,1751,29.6,160,4736.0,5427.583019949919,10.899999999999975
0,298.8,309.1,1378,54.4,165,8976.0,7850.127946986078,10.300000000000011
0,301.6,310.4,1561,35.3,156,5506.799999999999,5770.404082285148,8.799999999999955
1,298.9,308.6,1517,39.8,114,4537.2,6322.62276695765,9.700000000000044
1,298.9,310.0,1487,36.6,129,4721.400000000001,5699.288896583387,11.100000000000025
1,297.7,308.8,1350,57.0,105,5985.0,8058.18515645782,11.100000000000025
0,302.3,310.9,1587,36.6,20,732.0,6082.563200321342,8.599999999999966
0,300.4,309.5,1543,38.9,37,1439.3,6285.5624456208025,9.100000000000025
1,301.8,311.1,1663,31.6,199,6288.400000000001,5503.106907342217,9.300000000000011
0,302.0,311.0,1566,37.8,218,8240.4,6198.864960357236,9.0
1,299.0,310.3,1447,39.9,78,3112.2,6046.026477760092,11.300000000000011
1,303.4,311.8,1515,42.6,204,8690.4,6758.508275667721,8.400000000000034
0,298.2,308.2,1667,30.6,59,1805.4,5341.77565260487,10.0
2,297.5,308.9,1471,37.7,197,7426.900000000001,5807.412043744436,11.399999999999975
0,296.8,307.6,1588,37.6,126,4737.6,6252.690914488742,10.800000000000011
0,298.3,307.9,1399,47.8,99,4732.2,7002.840408312912,9.599999999999966
1,302.2,310.9,1302,53.4,58,3097.2,7280.829470253561,8.699999999999989
0,299.8,309.4,1436,51.6,158,8152.8,7759.482526954502,9.599999999999966
1,297.6,309.3,1529,41.9,3,125.7,6708.881583716515,11.699999999999989
1,298.6,310.2,1668,31.5,7,220.5,5502.185373497164,11.599999999999966
0,298.8,309.7,1225,63.4,37,2345.7999999999997,8133.059781368375,10.899999999999975
1,297.1,308.4,1583,38.2,150,5730.0,6332.4664239388985,11.299999999999956
0,300.3,311.3,1505,39.6,107,4237.2,6241.087965621483,11.0
0,299.0,309.0,1544,31.8,25,795.0,5141.656200571199,10.0
1,300.5,309.3,1589,34.9,91,3175.9,5807.349211891365,8.800000000000011
0,300.4,309.8,1513,32.9,117,3849.3,5212.708554419888,9.400000000000034
0,301.0,310.4,1614,31.6,84,2654.4,5340.958838514936,9.399999999999975
2,299.2,310.6,1704,30.6,160,4896.0,5460.339359351347,11.400000000000034
1,297.4,308.9,1376,39.0,181,7059.0,5619.680938741422,11.5
0,299.8,309.1,1612,35.4,205,7257.0,5975.811881952361,9.300000000000011
0,298.3,309.4,1668,27.1,136,3685.6,4733.626146722957,11.099999999999966
0,299.7,311.0,1827,25.4,194,4927.599999999999,4859.604012131907,11.300000000000011
0,303.7,312.1,1443,45.9,74,3396.6,6935.97684466901,8.400000000000034
0,300.1,309.2,1421,42.5,61,2592.5,6324.287811064053,9.099999999999966
1,302.5,311.9,1298,57.5,57,3277.5,7815.758923355807,9.399999999999975
0,299.5,310.0,1594,35.1,54,1895.4,5859.007467091893,10.5
0,297.6,308.7,1622,37.9,79,2994.1,6437.521282274941,11.099999999999966
0,300.8,310.3,1537,33.3,52,1731.6,5359.776978509938,9.5
0,303.7,313.1,1496,47.4,48,2275.2,7425.7197234371215,9.400000000000034
0,298.2,307.8,1530,35.9,68,2441.2,5751.941989457552,9.600000000000025
0,300.8,312.5,1517,39.2,107,4194.400000000001,6227.3068458477355,11.699999999999989
0,298.6,310.1,1533,33.9,24,813.5999999999999,5442.149537887062,11.5
1,300.7,311.1,1608,35.3,167,5895.099999999999,5944.144628004175,10.400000000000034
0,299.1,308.5,1539,46.8,190,8892.0,7542.461306444518,9.399999999999975
0,298.8,308.5,1490,35.0,29,1015.0,5461.135229490257,9.699999999999989
0,295.9,306.6,1412,41.0,109,4469.0,6062.436063387344,10.700000000000044
1,301.2,310.7,1543,32.9,40,1316.0,5316.066952722992,9.5
0,302.3,311.5,1530,37.8,57,2154.6,6056.362317590403,9.199999999999989
1,297.9,309.1,1338,49.6,56,2777.6,6949.705604565197,11.200000000000044
2,302.5,312.0,1357,42.0,179,7518.0,5968.397723289889,9.5
0,299.7,309.3,1434,38.5,127,4889.5,5781.472960401296,9.600000000000025
0,302.6,311.7,1773,27.1,30,813.0,5031.606209915949,9.099999999999966
1,301.0,311.6,1301,55.0,9,495.0,7493.222077587255,10.600000000000025
0,300.1,311.3,1535,42.3,92,3891.6,6799.506059797069,11.199999999999989
1,302.7,310.8,1555,36.1,35,1263.5,5878.495813519661,8.100000000000023
1,297.3,308.0,1403,45.0,77,3465.0,6611.481739479719,10.699999999999989
1,303.9,313.1,1473,42.8,97,4151.599999999999,6601.994129665878,9.200000000000044
0,301.9,310.9,1616,34.5,46,1587.0,5838.335787431272,9.0
1,300.4,309.6,1521,35.0,119,4165.0,5574.756163795088,9.200000000000044
0,302.8,312.3,1764,29.9,162,4843.8,5523.296876129287,9.5
1,300.2,309.8,1466,45.7,41,1873.7,7015.825657947749,9.600000000000025
0,297.7,307.2,1518,35.8,195,6980.999999999999,5690.932260124838,9.5
2,299.1,308.8,1566,46.6,192,8947.2,7641.986961710244,9.699999999999989
1,301.0,309.8,1594,31.1,143,4447.3,5191.314308448942,8.800000000000011
